PG.Qvalue	PG.ProteinGroups	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.FastaFiles	PG.NrOfPrecursorsIdentified (Experiment-wide)	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.Quantity	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.Quantity	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.Quantity	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.Quantity	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.Quantity	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.Quantity	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.Quantity	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.Quantity	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.Quantity	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.IBAQ	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.IBAQ	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.IBAQ	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.IBAQ	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.IBAQ	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.IBAQ	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.IBAQ	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.IBAQ	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.IBAQ
0,0004419889502762431	A0ZZL2	A0ZZL2	Nitrogen regulatory protein P-II	A0ZZL2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	45196,76953125	48486,08203125	41700,05859375	64228,64453125	53709,63671875	56939,55078125	2566,864990234375	5826,6962890625	4733,052734375	11299,2	11404,7	10209,1	16346,9	12676,1	15307,1	605,8	1396,6	1117,1
1	A0ZZL2_Decoy	A0ZZL2	NaN	A0ZZL2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,9890123090612487	A0ZZL3	A0ZZL3	Protein-pII uridylyltransferase	A0ZZL3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZL4	A0ZZL4	Replicative DNA helicase	A0ZZL4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	22627,921875	26581,1953125	17179,060546875	25089,39453125	17496,947265625	23494,33984375	5333,2685546875	3510,197021484375	33774,54296875	4623,3	3874,6	2464,8	2996,9	1927,5	2577,7	116,8	76,9	2932,5
0,001610305958132045	A0ZZL5	A0ZZL5	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	A0ZZL5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	10	8460,59375	10914,7275390625	9778,0244140625	13509,064453125	7400,5498046875	14739,7294921875	1552,1156005859375	1411,80029296875	1859,813720703125	1716,7	1339,2	2144	2442,7	1755,2	2447,8	150,5	14,5	87,7
0,001610305958132045	A0ZZL6	A0ZZL6	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	A0ZZL6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	5871,71240234375	6235,32275390625	7678,4599609375	8598,63671875	7984,50927734375	9557,525390625	994,6275634765625	3361,938232421875	1862,8267822265625	1601,9	1115,3	2309,1	1785,7	2479,9	1835,3	93,6	455,9	268,7
0	A0ZZL7	A0ZZL7	Poly(Hydroxyalcanoate) granule associated protein (Phasin)	A0ZZL7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	214726,015625	204091,0625	197330,671875	233156,65625	169566,609375	228783,390625	65773,640625	94077,3671875	80234,4375	96930,102	84589,398	75258,5	112925,703	95515,797	104968,5	26561,199	28448,1	32205,301
1	A0ZZL7_Decoy	A0ZZL7	NaN	A0ZZL7	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,10906707787201235	A0ZZL8	A0ZZL8	Protein kinase domain-containing protein	A0ZZL8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZM1	A0ZZM1	Possible phosphodiesterase	A0ZZM1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	24	32335,5234375	35189,93359375	32966,359375	37990,1484375	33730,7578125	40211,28125	5198,9404296875	3415,67724609375	4701,13623046875	10073,8	13378,9	12089,9	15400,1	11434,7	15187,3	602,1	463,2	856,7
0	A0ZZM2	A0ZZM2	Uracil phosphoribosyltransferase	UPP_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	20	65107,828125	74991,5078125	67457,1640625	83863,6953125	71841,3515625	84318,3125	9451,33203125	5900,9501953125	8485,4638671875	45645,102	50579,102	43618	55525,898	45619,199	55673,199	2089,3	3054,8	4272,7
0,00623461853978671	A0ZZM4	A0ZZM4	Probable MutT1 protein	A0ZZM4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	14981,2744140625	6613,498046875	6781,30029296875	13310,4208984375	15231,5380859375	3569,40625	NaN	NaN	NaN	544,7	1133	873,5	1627,1	741,8	13,1	NaN	NaN	NaN
0	A0ZZM5	A0ZZM5	Polyphosphate kinase	A0ZZM5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	10	44380,79296875	52810,390625	49364,9453125	57356,76953125	52597,91796875	58170,734375	12692,8935546875	9753,4189453125	16878,841796875	4771,2	5141,7	4746,5	5432,9	5206,8	5469,4	1059,9	827,7	1279,7
1	A0ZZM5_Decoy	A0ZZM5	NaN	A0ZZM5	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,12459064327485381	A0ZZN3	A0ZZN3	DAGKc domain-containing protein	A0ZZN3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	A0ZZN3_Decoy	A0ZZN3	NaN	A0ZZN3	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZN5	A0ZZN5	DNA-directed DNA polymerase	A0ZZN5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	10946,4833984375	10618,6220703125	9987,0712890625	10584,27734375	8631,2529296875	10314,666015625	2206,568603515625	1397,4840087890625	NaN	1895	958,9	1426,2	1792,7	934	1027,6	39,8	25,2	NaN
1	A0ZZN5_Decoy	A0ZZN5	NaN	A0ZZN5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,9866785343420857	A0ZZN6	A0ZZN6	Recombination protein RecR	RECR_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZN7	A0ZZN7	Aspartokinase	A0ZZN7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	2921,21826171875	4580,43408203125	3348,966796875	3766,963623046875	4253,8818359375	5527,29248046875	NaN	NaN	NaN	502,3	765,5	628,5	692,9	490,1	954,4	NaN	NaN	NaN
0	A0ZZN8	A0ZZN8	aspartate kinase	A0ZZN8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	37172,49609375	42627,79296875	39143,77734375	40665,09375	38302,26171875	42962,734375	11027,1845703125	3152,28466796875	4084,2294921875	10322,6	11857,6	11143,3	12607,8	11255,5	12369,6	220,4	457	592,1
0	A0ZZN9	A0ZZN9	Aspartate-semialdehyde dehydrogenase	A0ZZN9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	23	61110,73828125	80894,3828125	54136,3046875	68686,6953125	55987,33984375	79641,28125	4176,595703125	NaN	9516,6845703125	7797,2	13808,5	10672,2	12518,6	9938,7	13636,7	195,6	NaN	1099,7
1	A0ZZN9_Decoy	A0ZZN9	NaN	A0ZZN9	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZP3	A0ZZP3	2-isopropylmalate synthase	A0ZZP3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	9777,205078125	13127,951171875	14739,96484375	12670,7724609375	10061,091796875	14557,326171875	738,4435424804688	NaN	NaN	1192,3	1383,7	1663,2	1300,6	1025,1	1381,2	16,3	NaN	NaN
0,001610305958132045	A0ZZP8	A0ZZP8	LacI-type transcriptional regulator	A0ZZP8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	2032,739013671875	3952,02001953125	3988,835693359375	3856,4052734375	3532,402587890625	4461,9814453125	4213,49853515625	151,4722137451172	621,8253173828125	263,5	729,6	756,7	723,1	680,5	825,2	294,2	9	90,3
0,001610305958132045	A0ZZQ1	A0ZZQ1	Solute binding protein of ABC transporter system	A0ZZQ1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	2220,519287109375	3527,681396484375	2582,021484375	3041,438720703125	1578,3206787109375	3427,68212890625	NaN	NaN	NaN	297,3	440	318,6	384,3	237,9	456,1	NaN	NaN	NaN
0,012396721311475411	A0ZZQ4	A0ZZQ4	Glycoside hydrolase family 1 protein	A0ZZQ4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZQ5	A0ZZQ5	Probable penicillin-binding protein	A0ZZQ5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	3867,34765625	2723,94091796875	5105,85107421875	2772,652099609375	2700,7900390625	3712,106201171875	NaN	NaN	NaN	238,2	185,3	390,4	185,3	182,3	276,5	NaN	NaN	NaN
0	A0ZZQ6	A0ZZQ6	Myo-inositol-1-phosphate synthase	A0ZZQ6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	25	60339,92578125	82028,640625	64894,65625	71149,796875	58607,29296875	75677,5	9269,294921875	4806,54833984375	7422,07763671875	22408,9	30822,199	23524,9	24792,4	18798	27121,301	2714,9	1142,6	2123,3
1	A0ZZQ6_Decoy	A0ZZQ6	NaN	A0ZZQ6	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZQ7	A0ZZQ7	Probable UDP-galactopyranose mutase	A0ZZQ7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	12	28777,59375	33055,2890625	29517,1953125	35911,6171875	30840,806640625	36271,72265625	4595,72900390625	3347,99267578125	5531,43212890625	6903,4	8467,5	7284,1	8702,9	7008,2	8891,9	957,1	653,6	1128,8
1	A0ZZQ7_Decoy	A0ZZQ7	NaN	A0ZZQ7	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZQ9	A0ZZQ9	DNA topoisomerase 1	A0ZZQ9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	22	60510,33203125	75958,9140625	60086,23046875	87577,265625	50160,7890625	91814,5078125	NaN	NaN	23795,78515625	5735,5	7976,3	7425,3	7986,5	6714,5	8814,4	21,5	22,5	31,8
1	A0ZZQ9_Decoy	A0ZZQ9	NaN	A0ZZQ9	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZR0	A0ZZR0	Thymidylate kinase	KTHY_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	5419,31787109375	4535,2236328125	3711,09375	5236,99267578125	2832,494384765625	6105,86181640625	NaN	1087,5126953125	1700,41748046875	973,4	1102,6	692,1	1299,2	735	1492,7	NaN	98,5	154
0	A0ZZR4	A0ZZR4	Phosphoenolpyruvate-protein phosphotransferase	A0ZZR4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	35	61689,4609375	65046,515625	59928,2578125	94074,140625	71757,6484375	93504,7421875	13889,080078125	10652,25	16393,568359375	21173	24660,699	22278,699	35198,699	25557,801	34747,898	5045,1	3530,3	5950
1	A0ZZR4_Decoy	A0ZZR4	NaN	A0ZZR4	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZR5	A0ZZR5	YbhB/YbcL family Raf kinase inhibitor-like protein	A0ZZR5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	11	29215,421875	37695,41796875	32285,87109375	37584,09375	30001,849609375	45208,57421875	5043,8828125	1956,11474609375	2858,513916015625	20529,9	26355,5	25420,6	20716,4	22978,4	25225,9	1531	1073,5	1698,4
1	A0ZZR5_Decoy	A0ZZR5	NaN	A0ZZR5	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZR6	A0ZZR6	Dipeptidase	A0ZZR6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	34	131390,5	133061,671875	128116,2265625	158689,703125	142711,78125	165849,296875	36565,37890625	28224,865234375	44091,32421875	29236,199	32947,102	30075,1	37985,602	30996,6	38823,199	7668,9	5374,2	10115,5
1	A0ZZR6_Decoy	A0ZZR6	NaN	A0ZZR6	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZR7	A0ZZR7	formate--tetrahydrofolate ligase	A0ZZR7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	19	19600,322265625	18406,16796875	17992,9453125	24778,9921875	18941,623046875	24737,09375	6792,953125	4271,708984375	6751,90087890625	8250,6	8496	7089,6	10671,5	8486,9	11246,6	1556,8	1349,2	2854,7
0,001586357326987904	A0ZZR8	A0ZZR8	4-oxalocrotonate tautomerase	A0ZZR8_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	3	30376,515625	28460,1328125	26099,431640625	29793,42578125	24292,583984375	29691,455078125	11464,8251953125	6611,87060546875	7796,546875	7942	9799,1	8699,8	9509,5	7968,2	9978	1475,8	6813,2	5188,7
0,0002487864077669903	A0ZZR9	A0ZZR9	Narrowly conserved hypothetical membrane protein	A0ZZR9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	1	1381,309814453125	1130,2861328125	981,861083984375	1541,485595703125	1139,99853515625	1230,90966796875	NaN	NaN	NaN	172,7	141,3	122,7	192,7	142,5	153,9	NaN	NaN	NaN
1	A0ZZR9_Decoy	A0ZZR9	NaN	A0ZZR9	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,12572549623018928	A0ZZS0	A0ZZS0	Major facilitator superfamily (MFS) profile domain-containing protein	A0ZZS0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,00022862368541380886	A0ZZS1	A0ZZS1	Phosphoglycerate mutase	A0ZZS1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	11	11009,3935546875	11145,0009765625	7927,134765625	12098,650390625	10346,4873046875	11508,90234375	5411,35986328125	1935,1279296875	1795,0909423828125	3445,4	6054,6	3106,4	4441	3672,2	3800	585,4	288,3	619,2
1	A0ZZS1_Decoy	A0ZZS1	NaN	A0ZZS1	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZS2	A0ZZS2	Uncharacterized protein	A0ZZS2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	4566,05908203125	5812,9423828125	3932,074462890625	9109,71484375	4458,1572265625	8282,986328125	NaN	NaN	NaN	767,8	888,3	739,4	1180,4	967,6	1083,5	NaN	NaN	NaN
0	A0ZZS4	A0ZZS4	Glutamate--tRNA ligase	SYE_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	36	269696,8125	282957,0625	270344,21875	298277,875	260335,203125	311043,9375	35313,10546875	15736,712890625	43013,0078125	48973,602	63789,602	49298	57444,801	51988,199	62227,301	1301,4	429,7	1789,5
1	A0ZZS4_Decoy	A0ZZS4	NaN	A0ZZS4	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001056859015007398	A0ZZS5	A0ZZS5	Calcineurin-like phosphoesterase domain-containing protein	A0ZZS5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	4	4239,23828125	2902,26708984375	3649,5634765625	4218,091796875	3108,8427734375	3383,87939453125	1049,353759765625	NaN	NaN	398,4	299,6	338,4	410,2	321,5	396,7	34	NaN	NaN
1	A0ZZS5_Decoy	A0ZZS5	NaN	A0ZZS5	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0013977635782747603	A0ZZS6	A0ZZS6	IclR-type transcriptional regulator	A0ZZS6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	32485,869140625	32020,744140625	28415,625	35515,68359375	21147,173828125	26679,158203125	4213,34130859375	1822,75341796875	5627,2646484375	3785,6	4267,9	3451,2	4252,2	2433,9	3334,9	666,1	165,4	634,8
0	A0ZZS7	A0ZZS7	3-isopropylmalate dehydratase large subunit	LEUC_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	9	15276,4609375	16310,609375	14536,3740234375	15094,4482421875	13452,095703125	17054,447265625	3624,923583984375	1861,678466796875	3056,42529296875	3777,8	4479,6	3309,5	4433,6	3263,9	4490,6	767,5	407,1	455,2
1	A0ZZS7_Decoy	A0ZZS7	NaN	A0ZZS7	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZS8	A0ZZS8	3-isopropylmalate dehydratase small subunit	LEUD_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	6	35114,03515625	36813,0234375	31607,998046875	34627,55859375	26788,84375	36082,55078125	6377,4189453125	7146,8291015625	9201,0703125	8008,8	8029,2	7109,3	8000,7	6143,6	7849,2	999,1	1103,5	4049,2
0,10241395277048927	A0ZZS9	A0ZZS9	Schlafen AlbA-2 domain-containing protein	A0ZZS9_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,3162543527630583	A0ZZT0	A0ZZT0	Dihydroorotate dehydrogenase catalytic domain-containing protein	A0ZZT0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZT1	A0ZZT1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	A0ZZT1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	15	37980	43897,53515625	40223,0859375	47237,00390625	42443,06640625	51525,63671875	9133,47265625	6032,861328125	8330,4248046875	9431,2	10476,4	8054,7	9590,5	8200,3	10631,8	1233,1	1020,9	1748,2
0,09703422053231939	A0ZZT2	A0ZZT2	Phospholipid/glycerol acyltransferase domain-containing protein	A0ZZT2_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZT3	A0ZZT3	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	A0ZZT3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	17	73506,1875	76610,46875	72558,484375	99089,1015625	83782,40625	85396,90625	6525,05859375	1812,1224365234375	6539,341796875	18052,4	30987,5	18497,9	24269,301	20384,699	25451,6	297,5	98,1	441
1	A0ZZT3_Decoy	A0ZZT3	NaN	A0ZZT3	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZT4	A0ZZT4	D-alanine--D-alanine ligase	DDL_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	15	15542,5068359375	20395,705078125	18400,892578125	23760,71484375	21005,919921875	23876,115234375	NaN	1432,6416015625	2182,599365234375	3868,2	5942,4	5917,7	7351	6542,3	7113,1	NaN	147,4	381,5
1	A0ZZT4_Decoy	A0ZZT4	NaN	A0ZZT4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	A0ZZU0	A0ZZU0	Transporter	A0ZZU0_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	2	10853,0595703125	12469,474609375	15896,427734375	14319,642578125	15218,7919921875	15971,474609375	NaN	NaN	NaN	287,8	2128,3	2453,1	379,7	2317,1	2091,5	NaN	NaN	NaN
1	A0ZZU1	A0ZZU1	DUF2974 domain-containing protein	A0ZZU1_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,03372999524639518	A0ZZU3	A0ZZU3	HTH tetR-type domain-containing protein	A0ZZU3_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZU4	A0ZZU4	Aminotransferase	A0ZZU4_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	8	17419,71875	15834,796875	16676,88671875	18307,927734375	20294,28515625	19344,474609375	7463,61572265625	4315,5576171875	8842,62109375	1117,5	2872,3	3237,8	3059,5	2607,6	3753,4	536,3	129,9	263,9
1	A0ZZU4_Decoy	A0ZZU4	NaN	A0ZZU4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	A0ZZU5	A0ZZU5	6-phosphogluconate dehydrogenase	A0ZZU5_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	13	119761,484375	162856,703125	123530,640625	104447,125	92426,1484375	139405,609375	22184,818359375	5941,24169921875	26108,38671875	22971,1	25337,6	22222,301	18109	13164,9	19473,801	2926,4	829,8	3363,1
1	A0ZZU5_Decoy	A0ZZU5	NaN	A0ZZU5	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0036232142857142856	A0ZZU6	A0ZZU6	Gluconate permease	A0ZZU6_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	1	6067,77099609375	23448,2265625	19986,8203125	16459,328125	14669,6669921875	19269,09375	NaN	NaN	NaN	466,8	1803,7	1537,4	1266,1	1128,4	1482,2	NaN	NaN	NaN
0	A0ZZU7	A0ZZU7	Gluconokinase	A0ZZU7_BIFAA	uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01	12	149251,15625	172319	149907,28125	107168,3515625	91017,3359375	117709,3671875	20199,552734375	11885,0263671875	26793,595703125	50546,102	56647,602	54658,398	37797,398	31612,9	43235,898	6816,8	4068,2	8673,5
1	A0ZZU7_Decoy	A0ZZU7	NaN	A0ZZU7	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
